GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: videogrid-service-impl,org.opencastproject.videogrid.endpoint,VideoGridServiceEndpoint.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
Opencast :: videogrid-service-impl,org.opencastproject.videogrid.endpoint,VideoGridServiceEndpoint,90,0,2,0,24,0,8,0,7,0
Opencast :: videogrid-service-impl,org.opencastproject.videogrid.impl,VideoGridServiceImpl.new TypeToken() {...},0,3,0,0,0,1,0,1,0,1
Opencast :: videogrid-service-impl,org.opencastproject.videogrid.impl,VideoGridServiceImpl,236,270,10,12,55,54,18,10,11,6
Opencast :: videogrid-service-impl,org.opencastproject.videogrid.impl,VideoGridServiceImpl.new TypeToken() {...},0,3,0,0,0,1,0,1,0,1
