GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: search-service-impl,org.opencastproject.search.impl.persistence,SearchEntity,11,63,1,1,3,23,3,13,2,13
Opencast :: search-service-impl,org.opencastproject.search.impl.persistence,SearchServiceDatabaseException,4,0,0,0,2,0,1,0,1,0
Opencast :: search-service-impl,org.opencastproject.search.impl.persistence,SearchServiceDatabaseImpl,410,579,41,29,99,126,33,32,2,28
Opencast :: search-service-impl,org.opencastproject.search.impl,SearchServiceIndex,1115,0,42,0,264,0,49,0,28,0
Opencast :: search-service-impl,org.opencastproject.search.impl,SearchServiceImpl,448,0,12,0,121,0,36,0,29,0
Opencast :: search-service-impl,org.opencastproject.search.impl,SearchServiceImpl.Operation,21,0,0,0,2,0,1,0,1,0
Opencast :: search-service-impl,org.opencastproject.search.impl,SearchServiceImpl.new CacheLoader() {...},14,0,0,0,2,0,2,0,2,0
Opencast :: search-service-impl,org.opencastproject.search.endpoint,SearchRestService,919,0,98,0,204,0,64,0,15,0
