GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: working-file-repository-service-impl,org.opencastproject.workingfilerepository.impl,WorkingFileRepositoryCleaner,210,0,16,0,64,0,14,0,6,0
Opencast :: working-file-repository-service-impl,org.opencastproject.workingfilerepository.impl,WorkingFileRepositoryRestEndpoint,583,56,31,1,108,17,35,5,19,5
Opencast :: working-file-repository-service-impl,org.opencastproject.workingfilerepository.impl,WorkingFileRepositoryImpl.new FilenameFilter() {...},0,7,0,0,0,2,0,2,0,2
Opencast :: working-file-repository-service-impl,org.opencastproject.workingfilerepository.impl,WorkingFileRepositoryCleaner.Runner,29,0,0,0,11,0,3,0,3,0
Opencast :: working-file-repository-service-impl,org.opencastproject.workingfilerepository.impl,WorkingFileRepositoryImpl,773,1023,85,65,189,231,73,44,12,30
