GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: distribution-service-streaming-wowza,org.opencastproject.distribution.streaming.wowza,WowzaStreamingDistributionService.Operation,0,15,0,0,0,2,0,1,0,1
Opencast :: distribution-service-streaming-wowza,org.opencastproject.distribution.streaming.wowza,WowzaStreamingDistributionService.new TypeToken() {...},0,3,0,0,0,1,0,1,0,1
Opencast :: distribution-service-streaming-wowza,org.opencastproject.distribution.streaming.wowza,WowzaStreamingDistributionService,1494,587,155,36,326,136,115,28,25,19
Opencast :: distribution-service-streaming-wowza,org.opencastproject.distribution.streaming.wowza.endpoint,WowzaStreamingDistributionRestService,268,0,14,0,62,0,19,0,12,0
Opencast :: distribution-service-streaming-wowza,org.opencastproject.distribution.streaming.wowza.endpoint,WowzaStreamingDistributionRestService.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
Opencast :: distribution-service-streaming-wowza,org.opencastproject.distribution.streaming.wowza.endpoint,WowzaStreamingDistributionRestService.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
Opencast :: distribution-service-streaming-wowza,org.opencastproject.distribution.streaming.wowza.endpoint,WowzaStreamingDistributionRestService.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
Opencast :: distribution-service-streaming-wowza,org.opencastproject.distribution.streaming.wowza.endpoint,WowzaStreamingDistributionRestService.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
