GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: videoeditor-workflowoperation,org.opencastproject.workflow.handler.videoeditor,SilenceDetectionWorkflowOperationHandler,347,279,29,21,66,68,27,10,5,7
Opencast :: videoeditor-workflowoperation,org.opencastproject.workflow.handler.videoeditor,VideoEditorWorkflowOperationHandler,536,856,65,66,108,209,56,22,2,10
