GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: hello-world-impl,org.opencastproject.helloworld.impl,HelloWorldServiceImpl,11,30,0,2,3,9,1,5,1,4
Opencast :: hello-world-impl,org.opencastproject.helloworld.impl.endpoint,HelloWorldRestEndpoint,3,32,0,0,1,8,1,5,1,5
