GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: distribution-service-aws-s3,org.opencastproject.distribution.aws.s3.endpoint,AwsS3DistributionRestService,298,0,2,0,64,0,12,0,11,0
Opencast :: distribution-service-aws-s3,org.opencastproject.distribution.aws.s3.endpoint,AwsS3DistributionRestService.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
Opencast :: distribution-service-aws-s3,org.opencastproject.distribution.aws.s3.endpoint,AwsS3DistributionRestService.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
Opencast :: distribution-service-aws-s3,org.opencastproject.distribution.aws.s3.endpoint,AwsS3DistributionRestService.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
Opencast :: distribution-service-aws-s3,org.opencastproject.distribution.aws.s3.endpoint,AwsS3DistributionRestService.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
Opencast :: distribution-service-aws-s3,org.opencastproject.distribution.aws.s3,AwsS3DistributionServiceImpl,974,947,60,33,215,194,51,45,15,34
Opencast :: distribution-service-aws-s3,org.opencastproject.distribution.aws.s3,PresignedUrlMediaPackageSerializer,44,0,2,0,15,0,7,0,6,0
Opencast :: distribution-service-aws-s3,org.opencastproject.distribution.aws.s3,AwsS3DistributionServiceImpl.Operation,0,15,0,0,0,2,0,1,0,1
Opencast :: distribution-service-aws-s3,org.opencastproject.distribution.aws.s3,AwsS3DistributionServiceImpl.new TypeToken() {...},3,0,0,0,1,0,1,0,1,0
