GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: metrics-exporter,org.opencastproject.metrics.impl,MetricsExporter.JobLabel,0,9,0,0,0,1,0,1,0,1
Opencast :: metrics-exporter,org.opencastproject.metrics.impl,MetricsExporter,218,527,15,13,29,100,14,10,4,6
