GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: videogrid-workflowoperation,org.opencastproject.workflow.handler.videogrid,VideoGridWorkflowOperationHandler.Offset,14,15,0,0,6,6,4,1,4,1
Opencast :: videogrid-workflowoperation,org.opencastproject.workflow.handler.videogrid,VideoGridWorkflowOperationHandler.new TypeToken() {...},0,3,0,0,0,1,0,1,0,1
Opencast :: videogrid-workflowoperation,org.opencastproject.workflow.handler.videogrid,VideoGridWorkflowOperationHandler.VideoInfo,32,51,0,0,14,15,9,4,9,4
Opencast :: videogrid-workflowoperation,org.opencastproject.workflow.handler.videogrid,VideoGridWorkflowOperationHandler.EditDecisionListSection,18,17,0,0,8,6,5,2,5,2
Opencast :: videogrid-workflowoperation,org.opencastproject.workflow.handler.videogrid,VideoGridWorkflowOperationHandler.LayoutArea,36,51,0,0,16,18,10,4,10,4
Opencast :: videogrid-workflowoperation,org.opencastproject.workflow.handler.videogrid,VideoGridWorkflowOperationHandler.StartStopEvent,21,21,0,0,9,7,6,2,6,2
Opencast :: videogrid-workflowoperation,org.opencastproject.workflow.handler.videogrid,VideoGridWorkflowOperationHandler,259,1788,28,74,53,293,29,41,2,17
