GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Opencast :: static-file-service-api,org.opencastproject.staticfiles.endpoint,StaticFileRestService.new PropertyChangeListener() {...},24,6,2,0,5,1,2,1,1,1
Opencast :: static-file-service-api,org.opencastproject.staticfiles.endpoint,StaticFileRestService,141,225,9,13,42,51,12,11,3,9
